ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.10]

Дата:;;;;2018.02.06
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Начало:;;;;10:45:08.173
Край:;;;;10:45:12.176
Продължителност:;;;;4.003

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;945;1;966;30;966;30;;0;DE23E994;49958
1;4;0;947;2;972;43;973;42;;0;DE23E994;49959
2;6;0;947;3;979;56;981;55;;0;DE23E994;49960
3;11;0;950;4;986;69;987;68;;0;DE23E994;49961
4;16;0;950;5;989;82;990;82;;0;DE23E994;49962
5;20;0;950;6;995;93;995;93;;0;DE23E994;49963
6;24;0;951;7;1089;120;1089;119;;0;DE23E994;49964
7;27;0;951;8;1140;132;1141;131;;0;DE23E994;49965
8;31;0;951;9;1191;143;1192;142;;0;DE23E994;49966
9;34;0;951;10;1323;177;1324;176;;0;DE23E994;49967
10;37;0;951;11;1384;188;1385;187;;0;DE23E994;49968
11;39;0;1052;110;3028;149;3030;148;;0;DE23E996;49969
12;40;0;1041;103;2973;156;2974;155;;0;DE23E996;49970
13;42;0;1047;106;3002;153;3002;152;;0;DE23E996;49971
14;44;0;;0;;0;;0;1058;111;0;49972
15;46;0;;0;;0;;0;1052;110;0;49973
16;49;0;1052;109;3022;150;3023;149;;0;DE23E996;49974
17;53;0;952;12;1442;203;1443;202;;0;DE23E994;49975
18;58;0;952;13;1493;204;1493;203;;0;DE23E994;49976
19;60;0;952;14;1522;208;1523;207;;0;DE23E994;49977
20;66;0;1067;113;3056;146;3056;145;;0;DE23E996;49978
21;68;0;1081;116;3075;143;3075;142;;0;DE23E996;49979
22;70;0;1077;114;3062;145;3063;144;;0;DE23E996;49980
23;72;0;;0;;0;;0;1082;117;0;49981
24;74;0;981;59;2535;203;2536;202;;0;DE23E995;49982
25;76;0;;0;;0;;0;1087;120;0;49983
26;78;0;1083;118;3087;141;3087;140;;0;DE23E996;49984
27;81;0;1087;120;3099;139;3100;138;;0;DE23E996;49985
28;85;0;952;15;1544;207;1545;206;;0;DE23E994;49986
29;90;0;952;16;1578;207;1578;206;;0;DE23E994;49987
30;92;0;952;17;1605;210;1606;209;;0;DE23E994;49988
31;96;0;1106;123;3127;135;3127;134;;0;DE23E996;49989
32;99;0;;0;;0;;0;1102;122;0;49990
33;101;0;1113;127;3150;131;3151;130;;0;DE23E996;49991
34;103;0;1112;125;3139;133;3141;132;;0;DE23E996;49992
