ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.10]

Дата:;;;;2018.02.06
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Начало:;;;;10:41:13.880
Край:;;;;10:41:18.525
Продължителност:;;;;4.645

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;2054;1;2097;32;2097;31;;0;DE23E8A9;64455
1;10;0;2055;2;2110;45;2111;45;;0;DE23E8AA;64456
2;15;0;2055;3;2128;59;2129;58;;0;DE23E8AA;64457
3;24;0;2055;4;2142;73;2143;73;;0;DE23E8AA;64458
4;33;0;2055;5;2156;86;2157;85;;0;DE23E8AA;64459
5;41;0;2056;6;2167;102;2169;102;;0;DE23E8AA;64460
6;46;0;2061;7;2354;129;2355;128;;0;DE23E8AA;64461
7;55;0;2061;8;2452;139;2453;138;;0;DE23E8AA;64462
8;65;0;2066;9;2555;156;2556;155;;0;DE23E8AA;64463
9;69;0;2067;10;2666;164;2667;163;;0;DE23E8AA;64464
10;74;0;2073;11;2696;165;2697;164;;0;DE23E8AA;64465
11;78;0;;0;;0;;0;2124;56;0;64466
12;82;0;2107;37;3465;151;3465;150;;0;DE23E8AC;64467
13;87;0;2126;58;3689;129;3690;128;;0;DE23E8AC;64468
14;91;0;;0;;0;;0;2127;58;0;64469
15;101;0;2074;12;2731;166;2732;165;;0;DE23E8AA;64470
16;110;0;2074;13;2786;168;2787;167;;0;DE23E8AB;64471
17;115;0;2074;14;2811;168;2811;167;;0;DE23E8AB;64472
18;124;0;;0;;0;;0;2128;59;0;64473
19;130;0;;0;;0;;0;2128;59;0;64474
20;134;0;;0;;0;;0;2128;59;0;64475
21;139;0;2108;39;3498;149;3499;148;;0;DE23E8AC;64476
22;143;0;2109;40;3502;148;3502;147;;0;DE23E8AC;64477
23;148;0;;0;;0;;0;2128;59;0;64478
24;153;0;;0;;0;;0;2128;59;0;64479
25;163;0;2074;15;2837;167;2837;166;;0;DE23E8AB;64480
26;168;0;2075;16;2871;166;2872;165;;0;DE23E8AB;64481
27;177;0;2109;41;3519;147;3519;146;;0;DE23E8AC;64482
28;185;0;2075;17;2900;167;2901;166;;0;DE23E8AB;64483
29;190;0;2129;62;3727;124;3727;123;;0;DE23E8AC;64484
30;195;0;;0;;0;;0;2129;62;0;64485
31;200;0;;0;;0;;0;2129;62;0;64486
32;204;0;;0;;0;;0;2129;62;0;64487
33;209;0;;0;;0;;0;2129;62;0;64488
34;213;0;;0;;0;;0;2129;62;0;64489
35;218;0;;0;;0;;0;2130;62;0;64490
36;227;0;2075;18;2929;168;2930;167;;0;DE23E8AB;64491
37;236;0;2075;19;2964;167;2964;166;;0;DE23E8AB;64492
38;241;0;2075;20;2983;166;2984;165;;0;DE23E8AB;64493
39;250;0;;0;;0;;0;2130;63;0;64494
40;255;0;;0;;0;;0;2130;64;0;64495
41;259;0;2130;64;3744;122;3745;121;;0;DE23E8AC;64496
42;263;0;;0;;0;;0;2130;64;0;64497
43;267;0;2110;45;3560;143;3561;142;;0;DE23E8AC;64498
