ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.10]

Дата:;;;;2018.02.06
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Начало:;;;;10:48:17.155
Край:;;;;10:48:22.191
Продължителност:;;;;5.036

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;2668;1;2720;30;2721;29;;0;DE23EA51;52724
1;12;0;2668;2;2738;43;2738;43;;0;DE23EA51;52725
2;18;0;2669;3;2751;57;2752;56;;0;DE23EA51;52726
3;30;0;2676;4;2764;70;2764;70;;0;DE23EA51;52727
4;41;0;2676;5;2777;83;2777;83;;0;DE23EA51;52728
5;53;0;2685;6;2782;96;2783;95;;0;DE23EA51;52729
6;60;0;2685;7;2955;120;2956;119;;0;DE23EA51;52730
7;71;0;2685;8;3089;133;3090;132;;0;DE23EA52;52731
8;83;0;2693;9;3217;143;3218;142;;0;DE23EA52;52732
9;90;0;2693;10;3285;143;3285;142;;0;DE23EA52;52733
10;96;0;2701;11;3304;142;3305;141;;0;DE23EA52;52734
11;102;0;2712;28;3815;141;3815;140;;0;DE23EA54;52735
12;108;0;;0;;0;;0;2739;45;0;52736
13;113;0;;0;;0;;0;2739;45;0;52737
14;121;0;;0;;0;;0;2739;45;0;52738
15;127;0;2720;30;3869;139;3870;138;;0;DE23EA54;52739
16;139;0;2701;12;3330;142;3331;141;;0;DE23EA52;52740
17;146;0;2701;13;3384;143;3385;142;;0;DE23EA52;52741
18;157;0;;0;;0;;0;2740;47;0;52742
19;169;0;2701;14;3405;142;3406;141;;0;DE23EA52;52743
20;175;0;2728;30;3888;138;3889;137;;0;DE23EA54;52744
21;181;0;;0;;0;;0;2740;47;0;52745
22;187;0;;0;;0;;0;2740;47;0;52746
23;193;0;;0;;0;;0;2740;47;0;52747
24;199;0;2740;48;4121;119;4122;118;;0;DE23EA54;52748
25;205;0;;0;;0;;0;2740;48;0;52749
26;211;0;2735;32;3946;136;3946;135;;0;DE23EA54;52750
27;221;0;2702;15;3431;142;3431;141;;0;DE23EA52;52751
28;231;0;2702;16;3476;142;3476;141;;0;DE23EA53;52752
29;243;0;2740;50;4149;117;4149;116;;0;DE23EA54;52753
30;256;0;2702;17;3493;141;3494;140;;0;DE23EA53;52754
31;263;0;;0;;0;;0;2740;50;0;52755
32;269;0;;0;;0;;0;2740;50;0;52756
33;275;0;;0;;0;;0;2740;50;0;52757
34;281;0;;0;;0;;0;2740;50;0;52758
35;287;0;;0;;0;;0;2740;50;0;52759
36;293;0;;0;;0;;0;2740;50;0;52760
37;306;0;2702;18;3511;140;3512;139;;0;DE23EA53;52761
38;313;0;2702;19;3613;147;3614;146;;0;DE23EA53;52762
39;327;0;;0;;0;;0;2741;52;0;52763
40;340;0;2702;20;3649;149;3650;148;;0;DE23EA53;52764
41;347;0;;0;;0;;0;2741;53;0;52765
42;354;0;;0;;0;;0;2741;53;0;52766
43;360;0;;0;;0;;0;2741;53;0;52770
44;366;0;;0;;0;;0;2741;53;0;52771
45;373;0;2737;37;4034;131;4035;130;;0;DE23EA54;52772
46;380;0;;0;;0;;0;2741;53;0;52773
47;387;0;;0;;0;;0;2741;53;0;52774
48;401;0;2703;21;3678;148;3679;147;;0;DE23EA53;52775
49;408;0;2703;22;3714;147;3714;146;;0;DE23EA53;52776
50;420;0;;0;;0;;0;2749;55;0;52777
51;434;0;2703;23;3729;146;3730;145;;0;DE23EA53;52778
52;441;0;;0;;0;;0;2750;56;0;52779
53;448;0;2750;57;4202;110;4203;109;;0;DE23EA54;52780
54;455;0;2737;40;4054;128;4055;127;;0;DE23EA54;52781
55;461;0;;0;;0;;0;2751;57;0;52782
56;468;0;;0;;0;;0;2751;57;0;52783
57;474;0;;0;;0;;0;2751;57;0;52784
58;481;0;2703;24;3742;145;3742;144;;0;DE23EA53;52785
59;493;0;2737;42;4069;126;4069;125;;0;DE23EA54;52786
60;506;0;2704;25;3757;144;3758;143;;0;DE23EA53;52787
61;512;0;2704;26;3777;143;3778;142;;0;DE23EA53;52788
62;524;0;;0;;0;;0;2752;57;0;52789
63;531;0;2752;58;4215;108;4215;107;;0;DE23EA54;52790
64;538;0;;0;;0;;0;2752;58;0;52791
65;544;0;;0;;0;;0;2752;58;0;52792
66;550;0;;0;;0;;0;2752;58;0;52793
67;556;0;;0;;0;;0;2752;59;0;52794
68;563;0;;0;;0;;0;2752;59;0;52795
69;570;0;2738;44;4083;124;4084;123;;0;DE23EA54;52796
70;582;0;2705;27;3796;142;3797;141;;0;DE23EA54;52797
71;589;0;2739;44;4090;123;4091;122;;0;DE23EA54;52798
72;602;0;;0;;0;;0;2753;60;0;52799
73;609;0;2713;29;3833;140;3834;139;;0;DE23EA54;52800
74;621;0;2739;46;4107;121;4107;120;;0;DE23EA54;52801
75;635;0;;0;;0;;0;2753;60;0;52802
76;642;0;;0;;0;;0;2753;61;0;52803
77;648;0;;0;;0;;0;2753;61;0;52804
78;654;0;;0;;0;;0;2754;62;0;52805
79;660;0;;0;;0;;0;2754;62;0;52806
80;666;0;;0;;0;;0;2754;62;0;52807
81;673;0;;0;;0;;0;2754;63;0;52808
82;679;0;;0;;0;;0;2754;63;0;52809
83;692;0;;0;;0;;0;2754;63;0;52810
84;698;0;2728;31;3910;137;3910;136;;0;DE23EA54;52811
85;710;0;;0;;0;;0;2754;63;0;52812
86;723;0;;0;;0;;0;2758;63;0;52813
87;729;0;2736;33;3965;135;3965;134;;0;DE23EA54;52814
