ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.10]

Дата:;;;;2018.02.06
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Начало:;;;;10:32:51.697
Край:;;;;10:32:55.179
Продължителност:;;;;3.482

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;398;1;407;31;408;30;;0;DE23E6B3;58629
1;2;0;398;2;412;44;412;44;;0;DE23E6B3;58630
2;3;0;398;3;416;57;417;57;;0;DE23E6B3;58631
3;5;0;399;4;420;71;422;70;;0;DE23E6B3;58632
4;7;0;399;5;425;84;425;83;;0;DE23E6B3;58633
5;8;0;399;6;427;90;428;89;;0;DE23E6B3;58634
6;9;0;399;7;469;89;470;88;;0;DE23E6B3;58635
7;12;0;399;8;485;88;485;87;;0;DE23E6B3;58636
8;13;0;400;9;500;87;501;86;;0;DE23E6B3;58637
9;15;0;400;10;550;103;551;102;;0;DE23E6B3;58638
10;16;0;400;11;585;115;586;114;;0;DE23E6B3;58639
11;17;0;528;90;2093;202;2094;201;;0;DE23E6B4;58640
12;18;0;518;88;2078;204;2078;203;;0;DE23E6B4;58641
13;18;0;518;87;2074;205;2075;204;;0;DE23E6B4;58642
14;19;0;519;89;2090;203;2091;202;;0;DE23E6B4;58643
15;20;0;529;92;2109;200;2110;199;;0;DE23E6B4;58644
16;22;0;528;91;2103;201;2104;200;;0;DE23E6B4;58645
17;23;0;400;12;617;129;618;128;;0;DE23E6B3;58646
18;26;0;400;13;686;163;687;162;;0;DE23E6B3;58647
19;28;0;401;14;717;176;718;175;;0;DE23E6B3;58648
20;30;0;533;95;2129;197;2130;196;;0;DE23E6B4;58649
21;31;0;531;93;2116;199;2116;198;;0;DE23E6B4;58650
22;32;0;533;94;2126;198;2126;197;;0;DE23E6B4;58651
23;33;0;543;100;2167;192;2168;191;;0;DE23E6B4;58652
24;33;0;541;97;2142;195;2143;194;;0;DE23E6B4;58653
25;34;0;544;101;2171;191;2172;190;;0;DE23E6B4;58654
26;35;0;538;96;2139;196;2139;195;;0;DE23E6B4;58655
27;36;0;542;98;2155;194;2156;193;;0;DE23E6B4;58656
28;37;0;543;99;2158;193;2159;192;;0;DE23E6B4;58657
29;39;0;402;15;746;185;747;184;;0;DE23E6B3;58658
30;41;0;402;16;813;213;814;212;;0;DE23E6B4;58659
31;43;0;403;17;844;226;845;225;;0;DE23E6B4;58660
32;45;0;546;102;2180;190;2181;189;;0;DE23E6B4;58661
33;46;0;546;103;2194;189;2195;188;;0;DE23E6B4;58662
34;47;0;1050;232;3248;36;3248;35;;0;DE23E6B5;58663
35;47;0;1056;234;3260;34;3261;33;;0;DE23E6B5;58664
36;48;0;1051;233;3257;35;3257;34;;0;DE23E6B5;58665
37;49;0;556;105;2223;186;2223;185;;0;DE23E6B4;58666
38;50;0;555;103;2207;188;2208;187;;0;DE23E6B4;58667
39;50;0;556;104;2213;187;2214;186;;0;DE23E6B4;58668
40;52;0;404;18;877;241;878;240;;0;DE23E6B4;58669
41;54;0;405;19;923;246;924;245;;0;DE23E6B4;58670
42;56;0;405;20;941;245;942;244;;0;DE23E6B4;58671
43;58;0;566;107;2235;184;2235;183;;0;DE23E6B4;58672
44;59;0;559;106;2232;185;2232;184;;0;DE23E6B4;58673
45;60;0;1071;235;3280;31;3281;30;;0;DE23E6B5;58674
46;60;0;1061;235;3276;32;3277;31;;0;DE23E6B5;58675
47;61;0;1061;234;3269;33;3271;32;;0;DE23E6B5;58676
48;62;0;572;111;2279;180;2279;179;;0;DE23E6B4;58677
49;62;0;569;109;2266;182;2267;181;;0;DE23E6B4;58678
50;64;0;566;108;2251;183;2251;182;;0;DE23E6B4;58679
51;65;0;570;110;2270;181;2271;180;;0;DE23E6B4;58680
52;67;0;406;21;958;244;959;243;;0;DE23E6B4;58681
53;69;0;406;22;974;243;975;242;;0;DE23E6B4;58682
54;71;0;406;23;978;242;978;241;;0;DE23E6B4;58683
55;74;0;574;112;2282;179;2282;178;;0;DE23E6B4;58684
56;75;0;579;114;2298;177;2299;176;;0;DE23E6B4;58685
57;76;0;576;113;2294;178;2295;177;;0;DE23E6B4;58686
58;77;0;587;116;2324;174;2324;173;;0;DE23E6B4;58687
59;77;0;580;115;2308;176;2308;175;;0;DE23E6B4;58688
60;78;0;587;115;2311;175;2312;174;;0;DE23E6B4;58689
61;79;0;589;119;2346;171;2347;170;;0;DE23E6B4;58690
62;80;0;588;117;2327;173;2328;172;;0;DE23E6B4;58691
63;81;0;589;118;2336;172;2337;171;;0;DE23E6B4;58692
64;83;0;406;24;988;241;989;240;;0;DE23E6B4;58693
65;84;0;406;25;991;240;992;239;;0;DE23E6B4;58694
66;86;0;1100;234;3306;28;3306;27;;0;DE23E6B5;58695
67;88;0;407;26;1001;239;1002;238;;0;DE23E6B4;58696
68;90;0;1101;235;3309;27;3310;26;;0;DE23E6B5;58697
69;91;0;1091;233;3292;30;3293;29;;0;DE23E6B5;58698
70;92;0;593;120;2350;170;2350;169;;0;DE23E6B4;58699
71;93;0;593;121;2359;169;2360;168;;0;DE23E6B5;58700
72;94;0;601;122;2363;168;2363;167;;0;DE23E6B5;58701
73;94;0;1102;236;3318;26;3319;25;;0;DE23E6B5;58702
74;96;0;1096;233;3295;29;3296;28;;0;DE23E6B5;58703
75;97;0;601;123;2379;167;2380;166;;0;DE23E6B5;58704
76;98;0;407;27;1005;238;1006;237;;0;DE23E6B4;58705
77;100;0;606;124;2385;166;2386;165;;0;DE23E6B5;58706
78;101;0;407;28;1015;237;1016;236;;0;DE23E6B4;58707
79;103;0;407;29;1018;236;1019;235;;0;DE23E6B4;58708
80;105;0;607;125;2393;165;2393;164;;0;DE23E6B5;58709
81;107;0;407;30;1028;235;1029;234;;0;DE23E6B4;58710
82;109;0;407;31;1032;234;1033;233;;0;DE23E6B4;58711
83;110;0;616;128;2414;162;2415;161;;0;DE23E6B5;58712
84;112;0;611;126;2396;164;2396;163;;0;DE23E6B5;58713
85;112;0;612;127;2405;163;2406;162;;0;DE23E6B5;58714
86;113;0;622;131;2440;158;2440;157;;0;DE23E6B5;58715
87;114;0;622;130;2430;159;2431;158;;0;DE23E6B5;58716
88;115;0;1123;235;3322;25;3323;24;;0;DE23E6B5;58717
89;115;0;621;129;2427;160;2428;159;;0;DE23E6B5;58718
90;117;0;616;129;2418;161;2418;160;;0;DE23E6B5;58719
91;118;0;623;133;2459;156;2459;155;;0;DE23E6B5;58720
92;119;0;622;132;2443;157;2444;156;;0;DE23E6B5;58721
93;121;0;408;31;1041;233;1042;232;;0;DE23E6B4;58722
94;123;0;408;32;1045;232;1045;231;;0;DE23E6B4;58723
95;125;0;408;33;1057;234;1057;233;;0;DE23E6B4;58724
96;127;0;409;34;1069;235;1070;234;;0;DE23E6B4;58725
97;128;0;630;135;2471;154;2472;153;;0;DE23E6B5;58726
98;130;0;629;134;2462;155;2463;154;;0;DE23E6B5;58727
99;131;0;640;140;2513;149;2514;148;;0;DE23E6B5;58728
100;131;0;639;139;2510;150;2511;149;;0;DE23E6B5;58729
101;132;0;633;136;2474;153;2475;152;;0;DE23E6B5;58730
102;133;0;633;137;2488;152;2489;151;;0;DE23E6B5;58731
103;134;0;643;142;2526;147;2527;146;;0;DE23E6B5;58732
104;135;0;642;141;2523;148;2523;147;;0;DE23E6B5;58733
105;136;0;639;138;2500;151;2501;150;;0;DE23E6B5;58734
106;137;0;409;35;1077;235;1077;234;;0;DE23E6B4;58735
107;139;0;409;36;1080;234;1081;233;;0;DE23E6B4;58736
108;141;0;409;37;1090;233;1090;232;;0;DE23E6B4;58737
109;143;0;654;148;2566;141;2567;140;;0;DE23E6B5;58738
