ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.10]

Дата:;;;;2018.02.06
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Начало:;;;;10:47:42.407
Край:;;;;10:47:46.529
Продължителност:;;;;4.122

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;1552;1;1575;31;1576;30;;0;DE23EA2E;51580
1;7;0;1556;2;1584;47;1585;46;;0;DE23EA2E;51581
2;14;0;1556;3;1593;60;1595;59;;0;DE23EA2E;51582
3;17;0;1557;4;1604;72;1604;71;;0;DE23EA2E;51583
4;23;0;1557;5;1616;85;1616;85;;0;DE23EA2E;51584
5;29;0;1557;6;1623;95;1623;94;;0;DE23EA2E;51585
6;35;0;1557;7;1786;122;1786;121;;0;DE23EA2E;51586
7;40;0;1557;8;1875;135;1876;134;;0;DE23EA2E;51587
8;44;0;1557;9;1965;147;1966;146;;0;DE23EA2E;51588
9;47;0;1557;10;2053;161;2054;160;;0;DE23EA2F;51589
10;50;0;1558;11;2139;164;2140;164;;0;DE23EA2F;51590
11;53;0;;0;;0;;0;1601;65;0;51591
12;56;0;;0;;0;;0;1601;65;0;51592
13;59;0;1584;42;2922;159;2923;158;;0;DE23EA30;51593
14;62;0;;0;;0;;0;1601;65;0;51594
15;65;0;1558;12;2167;165;2168;164;;0;DE23EA2F;51595
16;71;0;;0;;0;;0;1601;66;0;51596
17;77;0;1558;13;2191;165;2192;164;;0;DE23EA2F;51597
18;85;0;1559;14;2265;171;2266;170;;0;DE23EA2F;51598
19;89;0;;0;;0;;0;1602;67;0;51607
20;95;0;1559;15;2290;173;2291;172;;0;DE23EA2F;51608
21;98;0;;0;;0;;0;1602;67;0;51609
22;101;0;;0;;0;;0;1602;68;0;51610
23;105;0;;0;;0;;0;1602;68;0;51611
24;108;0;1584;44;2935;157;2936;156;;0;DE23EA30;51612
25;112;0;;0;;0;;0;1602;68;0;51613
26;115;0;;0;;0;;0;1602;68;0;51614
27;118;0;1559;16;2326;173;2327;172;;0;DE23EA2F;51615
28;126;0;;0;;0;;0;1602;68;0;51616
