ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.10]

Дата:;;;;2018.02.06
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Начало:;;;;10:40:38.301
Край:;;;;10:40:42.413
Продължителност:;;;;4.112

;REQ;;CNC;;RPL;;DSC;;ERR;;;
38;179;0;1501;19;2297;190;2298;189;;0;DE23E887;63152
39;186;0;1505;20;2314;189;2314;188;;0;DE23E887;63153
40;192;0;;0;;0;;0;1545;80;0;63154
41;197;0;1531;51;2947;166;2948;165;;0;DE23E888;63155
42;201;0;;0;;0;;0;1545;80;0;63168
43;204;0;;0;;0;;0;1545;80;0;63169
44;207;0;;0;;0;;0;1545;80;0;63170
45;210;0;1531;53;2970;164;2970;163;;0;DE23E888;63171
46;214;0;;0;;0;;0;1545;81;0;63172
47;218;0;;0;;0;;0;1545;80;0;63173
48;225;0;1505;21;2332;188;2333;187;;0;DE23E887;63174
49;232;0;1509;22;2384;191;2384;190;;0;DE23E887;63175
50;235;0;1510;23;2404;192;2405;191;;0;DE23E887;63176
51;241;0;;0;;0;;0;1545;82;0;63177
52;246;0;;0;;0;;0;1545;82;0;63178
53;249;0;;0;;0;;0;1546;83;0;63179
54;253;0;;0;;0;;0;1550;84;0;63180
55;256;0;1532;56;2988;161;2989;160;;0;DE23E888;63181
56;259;0;;0;;0;;0;1550;84;0;63182
57;263;0;;0;;0;;0;1550;84;0;63183
58;267;0;;0;;0;;0;1550;84;0;63184
59;274;0;1513;24;2425;192;2427;191;;0;DE23E887;63185
60;281;0;1514;25;2437;191;2438;190;;0;DE23E887;63186
61;285;0;1514;26;2453;190;2454;189;;0;DE23E887;63187
62;291;0;;0;;0;;0;1550;84;0;63188
63;295;0;1551;85;3231;129;3231;128;;0;DE23E888;63189
64;298;0;;0;;0;;0;1551;85;0;63190
65;302;0;;0;;0;;0;1551;85;0;63191
66;305;0;;0;;0;;0;1551;85;0;63192
67;308;0;;0;;0;;0;1551;85;0;63193
68;312;0;1533;59;3019;157;3020;156;;0;DE23E888;63194
69;319;0;1514;27;2486;192;2487;191;;0;DE23E887;63195
70;323;0;1515;28;2506;191;2507;190;;0;DE23E887;63196
71;331;0;1515;29;2523;190;2524;189;;0;DE23E887;63197
72;338;0;1515;30;2552;189;2553;188;;0;DE23E887;63198
73;344;0;;0;;0;;0;1551;87;0;63199
74;349;0;1534;61;3039;155;3040;154;;0;DE23E888;63200
75;352;0;;0;;0;;0;1552;89;0;63201
76;356;0;;0;;0;;0;1552;88;0;63202
77;361;0;;0;;0;;0;1552;88;0;63203
78;366;0;;0;;0;;0;1552;90;0;63204
79;374;0;1515;30;2572;188;2572;187;;0;DE23E887;63205
80;379;0;;0;;0;;0;1552;90;0;63206
81;386;0;1516;31;2587;187;2588;186;;0;DE23E888;63207
82;392;0;1516;32;2626;186;2627;185;;0;DE23E888;63208
83;398;0;;0;;0;;0;1552;90;0;63209
84;406;0;1517;33;2643;185;2644;184;;0;DE23E888;63210
85;411;0;1553;91;3278;123;3279;122;;0;DE23E888;63211
86;415;0;;0;;0;;0;1553;92;0;63212
87;419;0;;0;;0;;0;1553;92;0;63213
88;423;0;;0;;0;;0;1554;92;0;63214
89;427;0;1536;67;3083;149;3084;148;;0;DE23E888;63215
90;431;0;1517;34;2662;184;2663;183;;0;DE23E888;63216
91;438;0;;0;;0;;0;1554;93;0;63217
92;446;0;1521;35;2692;183;2693;182;;0;DE23E888;63218
93;450;0;1522;36;2708;182;2709;181;;0;DE23E888;63219
94;457;0;;0;;0;;0;1554;93;0;63220
95;462;0;;0;;0;;0;1554;94;0;63221
96;466;0;;0;;0;;0;1555;95;0;63222
97;470;0;1536;68;3087;148;3087;147;;0;DE23E888;63223
98;472;0;;0;;0;;0;1555;95;0;63224
99;475;0;;0;;0;;0;1555;95;0;63225
100;480;0;1537;70;3099;146;3100;145;;0;DE23E888;63226
101;484;0;;0;;0;;0;1555;96;0;63227
102;490;0;1523;37;2726;181;2727;180;;0;DE23E888;63228
103;497;0;1523;38;2748;180;2749;179;;0;DE23E888;63229
104;501;0;1523;39;2764;179;2765;178;;0;DE23E888;63230
105;508;0;1556;99;3354;114;3355;113;;0;DE23E888;63231
106;512;0;;0;;0;;0;1556;100;0;63232
107;515;0;1556;101;3367;112;3367;111;;0;DE23E888;63233
108;518;0;1557;102;3370;111;3370;110;;0;DE23E888;63234
109;521;0;;0;;0;;0;1558;103;0;63235
110;524;0;;0;;0;;0;1558;103;0;63236
111;528;0;;0;;0;;0;1558;103;0;63237
112;531;0;1523;40;2780;178;2781;177;;0;DE23E888;63238
113;538;0;;0;;0;;0;1558;103;0;63239
114;545;0;1524;41;2796;177;2797;176;;0;DE23E888;63240
115;551;0;1524;42;2817;176;2818;175;;0;DE23E888;63241
116;555;0;1524;43;2833;175;2834;174;;0;DE23E888;63242
117;562;0;1565;104;3382;109;3383;108;;0;DE23E888;63243
118;565;0;1574;106;3411;107;3412;106;;0;DE23E888;63244
119;569;0;;0;;0;;0;1578;106;0;63245
120;571;0;;0;;0;;0;1578;106;0;63246
121;574;0;;0;;0;;0;1594;109;0;63247
122;578;0;1587;108;3423;105;3424;104;;0;DE23E888;63248
123;581;0;1583;107;3414;106;3415;105;;0;DE23E888;63249
124;584;0;;0;;0;;0;1594;109;0;63250
125;588;0;1524;43;2867;174;2867;173;;0;DE23E888;63251
126;596;0;1525;44;2881;173;2882;172;;0;DE23E888;63252
127;603;0;1525;45;2884;172;2885;171;;0;DE23E888;63253
128;609;0;1525;46;2907;171;2908;170;;0;DE23E888;63254
129;617;0;1530;47;2912;170;2912;169;;0;DE23E888;63255
130;623;0;1630;114;3463;99;3464;98;;0;DE23E888;63256
131;628;0;1630;115;3466;98;3467;97;;0;DE23E888;63257
132;631;0;1641;118;3490;95;3490;94;;0;DE23E888;63258
133;634;0;1641;117;3480;96;3481;95;;0;DE23E888;63259
134;637;0;1641;119;3493;94;3494;93;;0;DE23E888;63260
135;640;0;;0;;0;;0;1650;121;0;63261
136;645;0;1650;121;3505;92;3506;91;;0;DE23E888;63262
137;652;0;1530;48;2921;169;2921;168;;0;DE23E888;63263
138;658;0;1666;123;3527;89;3528;88;;0;DE23E888;63264
139;663;0;1531;50;2933;167;2934;166;;0;DE23E888;63265
140;670;0;;0;;0;;0;1673;124;0;63266
141;673;0;;0;;0;;0;1674;124;0;63267
142;677;0;1688;126;3545;86;3546;85;;0;DE23E888;63268
143;681;0;1684;125;3541;87;3543;86;;0;DE23E888;63269
144;684;0;1689;127;3554;85;3555;84;;0;DE23E888;63270
145;687;0;1545;80;3184;135;3185;134;;0;DE23E888;63271
146;691;0;1701;130;3569;82;3571;81;;0;DE23E888;63272
147;699;0;;0;;0;;0;1707;131;0;63273
148;703;0;1531;52;2959;165;2960;164;;0;DE23E888;63274
149;710;0;1718;133;3589;79;3590;78;;0;DE23E888;63275
150;717;0;;0;;0;;0;1726;135;0;63276
151;721;0;;0;;0;;0;1722;134;0;63277
152;724;0;1731;136;3612;76;3613;75;;0;DE23E888;63278
153;727;0;1545;82;3198;133;3199;132;;0;DE23E888;63279
154;731;0;1737;136;3615;75;3616;74;;0;DE23E888;63280
155;734;0;;0;;0;;0;1738;136;0;63281
156;737;0;;0;;0;;0;1738;136;0;63282
157;740;0;;0;;0;;0;1745;137;0;63283
158;744;0;1532;54;2973;163;2973;162;;0;DE23E888;63284
159;750;0;1764;138;3630;73;3630;72;;0;DE23E888;63285
160;756;0;1532;55;2982;162;2982;161;;0;DE23E888;63286
161;763;0;1764;139;3638;72;3639;71;;0;DE23E888;63287
162;767;0;1532;57;2991;160;2992;159;;0;DE23E888;63288
163;773;0;1775;142;3654;69;3655;68;;0;DE23E888;63289
164;777;0;;0;;0;;0;1784;144;0;63290
165;780;0;1784;145;3678;66;3679;65;;0;DE23E888;63291
166;783;0;1793;147;3691;64;3692;63;;0;DE23E888;63292
167;786;0;;0;;0;;0;1790;146;0;63293
168;789;0;;0;;0;;0;1800;148;0;63294
169;793;0;1799;148;3698;63;3699;62;;0;DE23E889;63295
170;796;0;1533;57;3000;159;3001;158;;0;DE23E888;63296
171;804;0;1533;58;3004;158;3005;157;;0;DE23E888;63297
172;811;0;;0;;0;;0;1824;151;0;63298
173;818;0;1823;150;3714;60;3715;59;;0;DE23E889;63299
174;822;0;1533;60;3030;156;3030;155;;0;DE23E888;63300
175;830;0;1839;154;3741;56;3741;55;;0;DE23E889;63301
176;834;0;1835;153;3738;57;3738;56;;0;DE23E889;63302
177;837;0;;0;;0;;0;1851;156;0;63303
178;840;0;;0;;0;;0;1851;155;0;63304
179;844;0;1856;157;3763;53;3764;52;;0;DE23E889;63305
180;848;0;;0;;0;;0;1851;156;0;63306
181;851;0;1552;88;3249;126;3250;125;;0;DE23E888;63307
182;860;0;1865;159;3776;51;3777;50;;0;DE23E889;63308
183;865;0;1534;62;3046;154;3046;153;;0;DE23E888;63309
184;871;0;1535;63;3049;153;3049;152;;0;DE23E888;63310
185;878;0;1883;160;3782;50;3783;49;;0;DE23E889;63311
186;882;0;;0;;0;;0;1893;165;0;63312
187;886;0;1893;165;3814;45;3815;44;;0;DE23E889;63313
188;889;0;1891;162;3796;48;3797;47;;0;DE23E889;63314
189;893;0;;0;;0;;0;1901;165;0;63315
190;896;0;;0;;0;;0;1906;166;0;63316
191;900;0;;0;;0;;0;1906;166;0;63317
192;908;0;1535;64;3060;152;3061;151;;0;DE23E888;63318
193;912;0;1536;65;3070;151;3071;150;;0;DE23E888;63319
194;919;0;1536;66;3074;150;3075;149;;0;DE23E888;63320
195;926;0;1928;170;3852;40;3853;39;;0;DE23E889;63321
196;934;0;1554;93;3290;121;3291;120;;0;DE23E888;63322
197;938;0;1962;179;3916;31;3917;30;;0;DE23E889;63323
198;944;0;1960;178;3905;32;3905;31;;0;DE23E889;63324
199;947;0;1951;174;3881;36;3881;35;;0;DE23E889;63325
200;950;0;;0;;0;;0;1962;179;0;63326
201;954;0;;0;;0;;0;1968;179;0;63327
202;958;0;;0;;0;;0;1962;179;0;63328
203;963;0;1554;94;3303;120;3304;119;;0;DE23E888;63329
204;971;0;1981;180;3920;30;3921;29;;0;DE23E889;63330
205;975;0;1536;69;3096;147;3097;146;;0;DE23E888;63331
206;983;0;1555;97;3319;117;3320;116;;0;DE23E888;63332
207;991;0;1996;180;3930;29;3930;28;;0;DE23E889;63333
208;996;0;1537;71;3112;145;3113;144;;0;DE23E888;63334
209;1004;0;1556;98;3329;116;3330;115;;0;DE23E888;63335
210;1008;0;1556;98;3348;115;3349;114;;0;DE23E888;63336
211;1013;0;1556;100;3357;113;3358;112;;0;DE23E888;63337
212;1017;0;1557;103;3379;110;3380;109;;0;DE23E888;63338
213;1021;0;2029;183;3949;26;3950;25;;0;DE23E889;63339
214;1024;0;2029;182;3939;27;3940;26;;0;DE23E889;63340
215;1029;0;2039;183;3952;25;3953;24;;0;DE23E889;63341
216;1034;0;1542;72;3115;144;3116;143;;0;DE23E888;63342
217;1042;0;2047;184;3962;24;3963;23;;0;DE23E889;63343
218;1048;0;1542;72;3124;143;3126;142;;0;DE23E888;63344
219;1055;0;1543;73;3135;142;3135;141;;0;DE23E888;63345
220;1063;0;1566;105;3394;108;3395;107;;0;DE23E888;63346
221;1072;0;2075;184;3965;23;3966;22;;0;DE23E889;63347
222;1078;0;2087;186;3979;21;3979;20;;0;DE23E889;63348
223;1083;0;2083;185;3975;22;3976;21;;0;DE23E889;63349
224;1087;0;2098;187;3987;20;3988;19;;0;DE23E889;63350
225;1091;0;1593;109;3427;104;3428;103;;0;DE23E888;63351
226;1096;0;1598;110;3436;103;3437;102;;0;DE23E888;63352
227;1102;0;1602;111;3439;102;3440;101;;0;DE23E888;63353
228;1111;0;1612;112;3450;101;3451;100;;0;DE23E888;63354
229;1115;0;1544;76;3159;139;3160;138;;0;DE23E888;63355
230;1122;0;1625;113;3453;100;3454;99;;0;DE23E888;63356
231;1130;0;1634;116;3477;97;3478;96;;0;DE23E888;63357
232;1137;0;2140;186;3991;19;3992;18;;0;DE23E889;63358
233;1143;0;1645;120;3502;93;3502;92;;0;DE23E888;63359
234;1148;0;2148;187;4002;18;4003;17;;0;DE23E889;63360
235;1152;0;1654;122;3515;91;3515;90;;0;DE23E888;63361
236;1156;0;2156;188;4005;17;4006;16;;0;DE23E889;63362
237;1160;0;1662;122;3518;90;3518;89;;0;DE23E888;63363
238;1165;0;1673;124;3535;88;3536;87;;0;DE23E888;63364
239;1174;0;2183;188;4014;16;4015;15;;0;DE23E889;63365
240;1179;0;1545;79;3174;136;3175;135;;0;DE23E888;63366
241;1187;0;1699;129;3566;83;3567;82;;0;DE23E888;63367
242;1196;0;1699;128;3557;84;3558;83;;0;DE23E888;63368
243;1200;0;2207;189;4018;15;4019;14;;0;DE23E889;63369
244;1204;0;1707;131;3580;81;3580;80;;0;DE23E888;63370
245;1209;0;1712;132;3586;80;3586;79;;0;DE23E888;63371
246;1213;0;1722;134;3598;78;3600;77;;0;DE23E888;63372
247;1218;0;1726;135;3602;77;3603;76;;0;DE23E888;63373
248;1222;0;2230;189;4027;14;4028;13;;0;DE23E889;63379
249;1227;0;1545;81;3187;134;3188;133;;0;DE23E888;63380
250;1234;0;1742;137;3626;74;3627;73;;0;DE23E888;63381
251;1244;0;2244;189;4030;13;4031;12;;0;DE23E889;63382
252;1248;0;1546;83;3201;132;3202;131;;0;DE23E888;63383
253;1256;0;1546;84;3218;131;3218;130;;0;DE23E888;63384
254;1264;0;1768;140;3642;71;3643;70;;0;DE23E888;63385
255;1269;0;1774;141;3651;70;3652;69;;0;DE23E888;63386
256;1273;0;1780;144;3667;67;3668;66;;0;DE23E888;63387
257;1276;0;1779;143;3665;68;3665;67;;0;DE23E888;63388
258;1280;0;2283;189;4039;12;4040;11;;0;DE23E889;63389
259;1285;0;2289;190;4043;11;4043;10;;0;DE23E889;63390
260;1289;0;1790;146;3682;65;3682;64;;0;DE23E888;63391
261;1293;0;1550;84;3221;130;3222;129;;0;DE23E888;63392
262;1300;0;1805;149;3701;62;3702;61;;0;DE23E889;63393
263;1308;0;1812;149;3711;61;3712;60;;0;DE23E889;63394
264;1311;0;1551;86;3234;128;3235;127;;0;DE23E888;63395
265;1319;0;1823;151;3725;59;3726;58;;0;DE23E889;63396
266;1326;0;1551;87;3244;127;3244;126;;0;DE23E888;63397
267;1330;0;1835;152;3729;58;3729;57;;0;DE23E889;63398
268;1334;0;2335;188;4052;10;4052;9;;0;DE23E889;63399
269;1337;0;2341;189;4055;9;4056;8;;0;DE23E889;63400
270;1341;0;1846;155;3750;55;3751;54;;0;DE23E889;63401
271;1344;0;1851;156;3753;54;3754;53;;0;DE23E889;63402
272;1349;0;2362;191;4068;7;4068;6;;0;DE23E889;63403
273;1353;0;2362;190;4064;8;4065;7;;0;DE23E889;63404
274;1361;0;1864;158;3766;52;3767;51;;0;DE23E889;63405
275;1368;0;1552;89;3265;125;3266;124;;0;DE23E888;63406
276;1372;0;1552;90;3268;124;3269;123;;0;DE23E888;63407
277;1381;0;1883;161;3785;49;3786;48;;0;DE23E889;63408
278;1386;0;1892;164;3811;46;3812;45;;0;DE23E889;63409
279;1389;0;1892;163;3799;47;3800;46;;0;DE23E889;63410
280;1393;0;2394;191;4077;6;4078;5;;0;DE23E889;63411
281;1396;0;1906;166;3824;44;3825;43;;0;DE23E889;63412
282;1399;0;2401;192;4080;5;4081;4;;0;DE23E889;63413
283;1403;0;2408;192;4091;4;4092;3;;0;DE23E889;63414
284;1408;0;1917;167;3832;43;3832;42;;0;DE23E889;63415
285;1416;0;1918;168;3835;42;3836;41;;0;DE23E889;63416
286;1420;0;1553;92;3284;122;3285;121;;0;DE23E888;63417
287;1427;0;1928;169;3846;41;3846;40;;0;DE23E889;63418
288;1435;0;1937;171;3856;39;3857;38;;0;DE23E889;63419
289;1439;0;1948;173;3870;37;3871;36;;0;DE23E889;63420
290;1443;0;1945;172;3867;38;3868;37;;0;DE23E889;63421
291;1447;0;1957;176;3891;34;3892;33;;0;DE23E889;63422
292;1450;0;1951;175;3887;35;3888;34;;0;DE23E889;63423
293;1453;0;1957;177;3901;33;3902;32;;0;DE23E889;63424
294;1457;0;2464;190;4098;3;4098;2;;0;DE23E889;63425
295;1461;0;2464;191;4101;2;4102;1;;0;DE23E889;63426
296;1469;0;2473;192;4111;1;4112;0;;0;DE23E889;63427
297;1473;0;1555;95;3306;119;3307;118;;0;DE23E888;63428
298;1481;0;1555;96;3316;118;3317;117;;0;DE23E888;63429
299;1488;0;1997;181;3936;28;3937;27;;0;DE23E889;63430
