ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.10]

Дата:;;;;2018.02.06
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Начало:;;;;10:47:51.499
Край:;;;;10:47:55.929
Продължителност:;;;;4.430

;REQ;;CNC;;RPL;;DSC;;ERR;;;
49;265;0;;0;;0;;0;2030;66;0;52002
50;269;0;1989;21;2947;167;2947;166;;0;DE23EA39;52003
51;278;0;1989;22;2988;167;2989;166;;0;DE23EA39;52004
52;286;0;2004;44;3444;143;3445;142;;0;DE23EA3A;52005
53;294;0;1990;23;3000;166;3001;165;;0;DE23EA39;52006
54;299;0;;0;;0;;0;2030;66;0;52007
55;304;0;2005;46;3464;141;3466;140;;0;DE23EA3A;52008
56;308;0;;0;;0;;0;2030;66;0;52009
57;312;0;;0;;0;;0;2030;66;0;52010
58;318;0;;0;;0;;0;2030;66;0;52011
59;323;0;2030;67;3627;119;3628;118;;0;DE23EA3A;52012
60;328;0;2030;68;3636;118;3637;117;;0;DE23EA3A;52013
61;337;0;1990;24;3019;165;3019;164;;0;DE23EA39;52014
62;346;0;1990;25;3035;164;3036;163;;0;DE23EA39;52015
63;352;0;1991;26;3057;163;3058;162;;0;DE23EA39;52016
64;361;0;;0;;0;;0;2031;69;0;52017
65;366;0;;0;;0;;0;2032;69;0;52018
66;371;0;2012;48;3481;139;3483;138;;0;DE23EA3A;52019
67;375;0;;0;;0;;0;2032;69;0;52020
68;379;0;;0;;0;;0;2032;69;0;52021
69;385;0;;0;;0;;0;2033;69;0;52022
70;389;0;;0;;0;;0;2033;69;0;52023
71;394;0;;0;;0;;0;2033;69;0;52024
72;403;0;1991;27;3077;162;3078;161;;0;DE23EA39;52025
73;411;0;1991;28;3101;161;3103;160;;0;DE23EA39;52026
74;421;0;1991;29;3121;160;3121;159;;0;DE23EA39;52027
75;429;0;1991;30;3157;159;3158;158;;0;DE23EA39;52028
76;434;0;;0;;0;;0;2034;71;0;52029
77;439;0;;0;;0;;0;2035;72;0;52030
78;443;0;;0;;0;;0;2035;72;0;52031
79;447;0;2014;52;3508;135;3508;134;;0;DE23EA3A;52032
80;451;0;;0;;0;;0;2035;72;0;52033
81;455;0;;0;;0;;0;2035;72;0;52034
82;460;0;;0;;0;;0;2035;72;0;52035
83;464;0;;0;;0;;0;2035;72;0;52036
84;475;0;1992;30;3175;158;3175;157;;0;DE23EA39;52037
85;480;0;;0;;0;;0;2035;72;0;52038
86;489;0;1993;31;3196;157;3196;156;;0;DE23EA39;52039
87;497;0;1993;32;3237;156;3238;155;;0;DE23EA39;52040
88;502;0;2000;33;3255;155;3256;154;;0;DE23EA39;52041
89;511;0;2015;54;3523;133;3524;132;;0;DE23EA3A;52042
90;517;0;;0;;0;;0;2036;75;0;52043
91;521;0;;0;;0;;0;2036;75;0;52044
92;525;0;;0;;0;;0;2036;75;0;52045
93;529;0;;0;;0;;0;2036;75;0;52046
94;534;0;;0;;0;;0;2036;75;0;52047
95;540;0;2016;56;3534;131;3535;130;;0;DE23EA3A;52048
96;545;0;;0;;0;;0;2036;75;0;52049
97;554;0;2001;34;3275;154;3276;153;;0;DE23EA39;52050
98;558;0;2001;35;3312;153;3313;152;;0;DE23EA39;52051
99;567;0;2036;76;3702;109;3703;108;;0;DE23EA3A;52052
100;576;0;;0;;0;;0;2037;77;0;52053
101;581;0;;0;;0;;0;2037;77;0;52054
102;586;0;;0;;0;;0;2037;77;0;52055
103;591;0;2018;57;3550;129;3551;128;;0;DE23EA3A;52056
104;595;0;;0;;0;;0;2042;78;0;52057
105;601;0;;0;;0;;0;2042;78;0;52058
106;606;0;;0;;0;;0;2042;78;0;52059
107;611;0;2019;59;3567;127;3568;126;;0;DE23EA3A;52060
108;621;0;;0;;0;;0;2042;78;0;52061
109;626;0;2003;38;3366;150;3367;149;;0;DE23EA3A;52062
110;635;0;;0;;0;;0;2043;79;0;52063
111;644;0;;0;;0;;0;2044;80;0;52064
112;650;0;2043;80;3729;105;3729;104;;0;DE23EA3A;52065
113;655;0;;0;;0;;0;2044;80;0;52066
114;659;0;;0;;0;;0;2045;81;0;52067
115;664;0;;0;;0;;0;2045;81;0;52068
116;668;0;;0;;0;;0;2045;81;0;52069
117;674;0;;0;;0;;0;2045;81;0;52070
118;679;0;2045;82;3749;103;3750;102;;0;DE23EA3A;52071
119;689;0;;0;;0;;0;2045;83;0;52072
120;694;0;;0;;0;;0;2045;83;0;52073
121;704;0;;0;;0;;0;2045;83;0;52074
122;709;0;2003;42;3421;146;3421;145;;0;DE23EA3A;52075
123;720;0;;0;;0;;0;2045;83;0;52076
124;730;0;2004;43;3424;145;3424;144;;0;DE23EA3A;52077
125;736;0;2029;63;3605;123;3606;122;;0;DE23EA3A;52078
126;742;0;;0;;0;;0;2046;84;0;52079
127;747;0;;0;;0;;0;2046;84;0;52080
128;756;0;2030;66;3624;120;3625;119;;0;DE23EA3A;52081
129;762;0;;0;;0;;0;2047;86;0;52082
130;768;0;2004;43;3437;144;3438;143;;0;DE23EA3A;52083
131;778;0;;0;;0;;0;2047;86;0;52084
132;787;0;;0;;0;;0;2047;86;0;52085
133;793;0;2005;45;3455;142;3455;141;;0;DE23EA3A;52086
134;803;0;;0;;0;;0;2047;86;0;52087
135;813;0;;0;;0;;0;2047;86;0;52088
136;819;0;;0;;0;;0;2047;86;0;52089
137;825;0;2048;87;3802;97;3803;96;;0;DE23EA3A;52090
138;829;0;;0;;0;;0;2048;87;0;52091
139;835;0;;0;;0;;0;2048;87;0;52092
140;840;0;2049;88;3811;96;3812;95;;0;DE23EA3A;52093
141;845;0;;0;;0;;0;2049;88;0;52094
142;852;0;2005;47;3471;140;3472;139;;0;DE23EA3A;52095
143;861;0;;0;;0;;0;2050;89;0;52096
144;871;0;;0;;0;;0;2051;89;0;52097
145;876;0;2012;49;3488;138;3489;137;;0;DE23EA3A;52098
146;887;0;;0;;0;;0;2051;89;0;52099
147;892;0;;0;;0;;0;2051;89;0;52100
148;898;0;;0;;0;;0;2051;89;0;52101
149;903;0;;0;;0;;0;2051;89;0;52102
150;907;0;;0;;0;;0;2051;90;0;52103
151;913;0;;0;;0;;0;2051;90;0;52104
152;920;0;2034;70;3662;115;3663;114;;0;DE23EA3A;52105
153;930;0;2013;50;3495;137;3495;136;;0;DE23EA3A;52106
154;936;0;2014;51;3501;136;3502;135;;0;DE23EA3A;52107
155;945;0;2035;72;3672;113;3673;112;;0;DE23EA3A;52108
156;956;0;;0;;0;;0;2052;92;0;52109
157;962;0;;0;;0;;0;2052;93;0;52110
158;968;0;;0;;0;;0;2053;95;0;52111
159;973;0;2054;96;3863;88;3864;87;;0;DE23EA3A;52112
160;977;0;;0;;0;;0;2059;96;0;52113
161;983;0;;0;;0;;0;2059;96;0;52114
162;989;0;;0;;0;;0;2059;96;0;52122
163;994;0;2035;74;3692;111;3692;110;;0;DE23EA3A;52123
164;1001;0;2015;53;3514;134;3516;133;;0;DE23EA3A;52124
165;1011;0;2060;97;3881;86;3883;85;;0;DE23EA3A;52125
166;1021;0;2060;98;3888;85;3889;84;;0;DE23EA3A;52126
167;1027;0;2016;55;3530;132;3531;131;;0;DE23EA3A;52127
168;1038;0;;0;;0;;0;2060;99;0;52128
169;1048;0;;0;;0;;0;2060;99;0;52129
170;1053;0;;0;;0;;0;2064;100;0;52130
171;1058;0;2061;100;3902;83;3903;82;;0;DE23EA3A;52131
172;1063;0;;0;;0;;0;2073;101;0;52132
173;1069;0;2073;101;3908;82;3909;81;;0;DE23EA3A;52133
174;1073;0;;0;;0;;0;2078;101;0;52134
175;1079;0;2086;102;3915;81;3916;80;;0;DE23EA3A;52135
176;1088;0;;0;;0;;0;2093;103;0;52136
177;1096;0;2102;104;3925;79;3926;78;;0;DE23EA3A;52137
178;1105;0;2019;58;3560;128;3561;127;;0;DE23EA3A;52138
179;1115;0;;0;;0;;0;2128;107;0;52139
180;1125;0;2135;109;3960;74;3961;73;;0;DE23EA3A;52140
181;1131;0;2043;79;3726;106;3726;105;;0;DE23EA3A;52141
182;1137;0;;0;;0;;0;2143;110;0;52142
183;1142;0;;0;;0;;0;2144;110;0;52143
184;1147;0;2150;111;3973;72;3973;71;;0;DE23EA3A;52144
185;1153;0;2156;112;3979;71;3980;70;;0;DE23EA3A;52145
186;1158;0;2164;113;3983;70;3984;69;;0;DE23EA3A;52146
187;1164;0;2020;60;3579;126;3580;125;;0;DE23EA3A;52147
188;1175;0;;0;;0;;0;2188;116;0;52148
189;1185;0;2194;117;4011;66;4012;65;;0;DE23EA3A;52149
190;1192;0;2027;62;3599;124;3600;123;;0;DE23EA3A;52150
191;1202;0;;0;;0;;0;2210;119;0;52151
192;1208;0;;0;;0;;0;2218;119;0;52152
193;1213;0;2224;120;4039;62;4040;61;;0;DE23EA3A;52153
194;1218;0;;0;;0;;0;2225;120;0;52154
195;1223;0;;0;;0;;0;2225;120;0;52155
196;1230;0;;0;;0;;0;2235;121;0;52156
197;1236;0;2046;83;3779;101;3779;100;;0;DE23EA3A;52157
198;1247;0;2046;84;3786;100;3786;99;;0;DE23EA3A;52158
199;1258;0;2262;124;4064;58;4065;57;;0;DE23EA3A;52159
200;1264;0;2276;125;4071;57;4071;56;;0;DE23EA3A;52160
201;1275;0;2276;126;4077;56;4078;55;;0;DE23EA3A;52161
202;1281;0;2288;128;4090;54;4090;53;;0;DE23EA3A;52162
203;1287;0;2302;130;4100;52;4101;51;;0;DE23EA3A;52163
204;1293;0;;0;;0;;0;2308;131;0;52164
205;1298;0;;0;;0;;0;2308;131;0;52165
206;1304;0;2308;132;4116;50;4116;49;;0;DE23EA3A;52166
207;1310;0;;0;;0;;0;2316;134;0;52167
208;1315;0;;0;;0;;0;2322;134;0;52168
209;1327;0;2338;135;4139;46;4139;45;;0;DE23EA3A;52169
210;1338;0;;0;;0;;0;2339;135;0;52170
211;1348;0;2353;137;4154;44;4155;43;;0;DE23EA3A;52171
212;1353;0;2031;69;3643;117;3644;116;;0;DE23EA3A;52172
213;1364;0;2367;139;4163;42;4165;41;;0;DE23EA3A;52173
214;1370;0;2375;140;4173;41;4173;40;;0;DE23EA3A;52174
215;1375;0;;0;;0;;0;2377;140;0;52175
216;1380;0;2391;142;4183;39;4183;38;;0;DE23EA3A;52176
217;1385;0;;0;;0;;0;2385;141;0;52177
218;1389;0;2392;143;4191;38;4192;37;;0;DE23EA3A;52178
219;1395;0;;0;;0;;0;2400;143;0;52179
220;1402;0;2051;90;3828;94;3828;93;;0;DE23EA3A;52180
221;1407;0;2034;69;3646;116;3647;115;;0;DE23EA3A;52181
222;1418;0;2052;91;3834;93;3835;92;;0;DE23EA3A;52182
223;1428;0;2428;146;4210;35;4211;34;;0;DE23EA3A;52183
224;1433;0;2034;71;3669;114;3670;113;;0;DE23EA3A;52184
225;1442;0;2443;147;4223;33;4224;32;;0;DE23EA3A;52185
226;1452;0;2454;149;4234;31;4234;30;;0;DE23EA3A;52186
227;1457;0;2052;93;3847;91;3848;90;;0;DE23EA3A;52187
228;1462;0;2053;94;3853;90;3854;89;;0;DE23EA3A;52188
229;1468;0;2053;95;3860;89;3861;88;;0;DE23EA3A;52189
230;1472;0;2484;150;4242;30;4243;29;;0;DE23EA3A;52190
231;1477;0;2485;151;4250;29;4250;28;;0;DE23EA3A;52191
232;1483;0;2493;152;4253;28;4254;27;;0;DE23EA3A;52192
233;1488;0;2060;96;3874;87;3876;86;;0;DE23EA3A;52193
234;1494;0;2035;73;3686;112;3686;111;;0;DE23EA3A;52194
235;1503;0;2507;153;4262;27;4263;26;;0;DE23EA3A;52195
236;1514;0;2516;154;4269;26;4269;25;;0;DE23EA3A;52196
237;1520;0;2036;75;3699;110;3700;109;;0;DE23EA3A;52197
238;1529;0;2535;155;4275;25;4276;24;;0;DE23EA3A;52198
239;1535;0;2541;156;4278;24;4279;23;;0;DE23EA3A;52199
240;1539;0;2060;99;3892;84;3892;83;;0;DE23EA3A;52200
241;1544;0;2547;157;4287;23;4288;22;;0;DE23EA3A;52201
242;1549;0;2555;158;4294;22;4294;21;;0;DE23EA3A;52202
243;1554;0;2563;160;4306;20;4307;19;;0;DE23EA3A;52203
244;1559;0;2563;159;4297;21;4298;20;;0;DE23EA3A;52204
245;1564;0;2570;161;4313;19;4313;18;;0;DE23EA3A;52205
246;1574;0;2581;162;4320;18;4320;17;;0;DE23EA3A;52206
247;1579;0;2036;77;3711;108;3712;107;;0;DE23EA3A;52207
248;1589;0;2092;103;3922;80;3922;79;;0;DE23EA3A;52208
249;1594;0;2037;78;3719;107;3720;106;;0;DE23EA3A;52209
250;1603;0;2604;162;4323;17;4323;16;;0;DE23EA3A;52210
251;1609;0;2114;105;3935;78;3936;77;;0;DE23EA3A;52211
252;1614;0;2123;107;3944;76;3945;75;;0;DE23EA3A;52212
253;1619;0;2123;106;3941;77;3942;76;;0;DE23EA3A;52213
254;1624;0;2624;162;4332;16;4333;15;;0;DE23EA3A;52214
255;1628;0;2128;108;3954;75;3955;74;;0;DE23EA3A;52215
256;1634;0;2635;163;4338;15;4339;14;;0;DE23EA3A;52216
257;1639;0;2143;110;3963;73;3964;72;;0;DE23EA3A;52217
258;1649;0;2650;164;4341;14;4343;13;;0;DE23EA3A;52218
259;1658;0;2164;114;3992;69;3992;68;;0;DE23EA3A;52219
260;1664;0;2045;81;3743;104;3744;103;;0;DE23EA3A;52220
261;1674;0;2178;115;3998;68;3999;67;;0;DE23EA3A;52221
262;1684;0;2188;116;4005;67;4006;66;;0;DE23EA3A;52222
263;1689;0;2045;83;3761;102;3762;101;;0;DE23EA3A;52223
264;1699;0;2201;118;4016;65;4017;64;;0;DE23EA3A;52224
265;1704;0;2208;119;4026;64;4027;63;;0;DE23EA3A;52225
266;1709;0;2716;162;4352;13;4352;12;;0;DE23EA3B;52226
267;1714;0;2218;119;4033;63;4033;62;;0;DE23EA3A;52227
268;1719;0;2726;163;4358;12;4358;11;;0;DE23EA3B;52228
269;1725;0;2736;165;4368;10;4369;9;;0;DE23EA3B;52229
270;1729;0;2235;121;4046;61;4046;60;;0;DE23EA3A;52230
271;1735;0;2736;164;4364;11;4366;10;;0;DE23EA3B;52231
272;1745;0;2249;122;4049;60;4050;59;;0;DE23EA3A;52232
273;1756;0;2261;123;4058;59;4058;58;;0;DE23EA3A;52233
274;1761;0;2047;85;3791;99;3792;98;;0;DE23EA3A;52234
275;1771;0;2047;86;3799;98;3799;97;;0;DE23EA3A;52235
276;1781;0;2288;127;4084;55;4084;54;;0;DE23EA3A;52236
277;1787;0;2291;129;4096;53;4097;52;;0;DE23EA3A;52237
278;1792;0;2303;131;4109;51;4109;50;;0;DE23EA3A;52238
279;1798;0;2799;164;4376;9;4377;8;;0;DE23EA3B;52239
280;1803;0;2805;165;4383;8;4384;7;;0;DE23EA3B;52240
281;1807;0;2315;133;4119;49;4119;48;;0;DE23EA3A;52241
282;1813;0;2316;134;4128;48;4128;47;;0;DE23EA3A;52242
283;1819;0;2828;165;4390;7;4390;6;;0;DE23EA3B;52243
284;1825;0;2331;134;4136;47;4136;46;;0;DE23EA3A;52244
285;1837;0;2346;136;4148;45;4149;44;;0;DE23EA3A;52245
286;1849;0;2355;138;4160;43;4161;42;;0;DE23EA3A;52246
287;1854;0;2050;89;3818;95;3818;94;;0;DE23EA3A;52247
288;1866;0;2868;165;4393;6;4394;5;;0;DE23EA3B;52248
289;1873;0;2880;166;4402;5;4403;4;;0;DE23EA3B;52249
290;1878;0;2384;141;4179;40;4180;39;;0;DE23EA3A;52250
291;1885;0;2906;168;4423;2;4423;1;;0;DE23EA3B;52251
292;1890;0;2906;167;4417;3;4418;2;;0;DE23EA3B;52252
293;1897;0;2899;166;4407;4;4407;3;;0;DE23EA3B;52253
294;1904;0;2406;144;4198;37;4199;36;;0;DE23EA3A;52254
295;1916;0;2418;145;4201;36;4202;35;;0;DE23EA3A;52255
296;1927;0;2443;146;4217;34;4217;33;;0;DE23EA3A;52256
297;1934;0;2052;92;3837;92;3838;91;;0;DE23EA3A;52257
298;1946;0;2453;148;4230;32;4231;31;;0;DE23EA3A;52258
299;1953;0;2957;167;4429;1;4430;0;;0;DE23EA3B;52259
