ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.15][Dynamic][Lambda]

Дата:;;;;2018.02.13
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Tsyn:;;;;18:52:26.571
T0:;;;;18:52:26.939
Tend:;;;;18:52:27.402
T0 - Tsyn:;;;;0.368
Tend - T0:;;;;0.463
Tend - Tsyn:;;;;0.831

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;368;1;368;2;369;2;;0;DE2D964A;63404
1;1;0;368;2;369;3;369;3;;0;DE2D964A;63405
2;1;0;369;3;369;3;370;2;;0;DE2D964A;63406
3;2;0;369;3;369;3;370;2;;0;DE2D964A;63407
4;3;0;369;4;370;2;370;2;;0;DE2D964A;63408
5;4;0;370;3;370;2;371;2;;0;DE2D964A;63409
6;5;0;370;3;371;2;371;2;;0;DE2D964A;63410
7;7;0;370;3;371;2;371;2;;0;DE2D964A;63411
8;8;0;371;3;371;2;372;2;;0;DE2D964A;63412
9;9;0;371;3;372;2;372;2;;0;DE2D964A;63413
10;10;0;371;3;372;2;372;2;;0;DE2D964A;63414
11;11;0;372;3;372;2;373;2;;0;DE2D964A;63415
12;12;0;372;3;373;2;373;2;;0;DE2D964A;63416
13;13;0;373;3;373;2;373;2;;0;DE2D964A;63417
14;14;0;373;3;373;2;374;2;;0;DE2D964A;63418
15;16;0;373;3;374;2;374;2;;0;DE2D964A;63419
16;17;0;374;3;374;2;374;2;;0;DE2D964A;63420
17;18;0;374;3;374;2;375;2;;0;DE2D964A;63421
18;19;0;374;3;375;2;375;2;;0;DE2D964A;63422
19;21;0;374;3;375;2;375;2;;0;DE2D964A;63423
20;22;0;375;3;375;2;376;2;;0;DE2D964A;63424
21;23;0;375;3;376;3;376;2;;0;DE2D964A;63425
22;24;0;375;3;376;3;376;2;;0;DE2D964A;63426
23;25;0;376;3;376;2;376;2;;0;DE2D964A;63427
24;26;0;376;3;377;2;377;2;;0;DE2D964A;63428
25;27;0;376;3;377;2;377;2;;0;DE2D964A;63429
26;28;0;377;3;377;2;377;2;;0;DE2D964A;63430
27;30;0;377;3;377;2;378;2;;0;DE2D964A;63431
28;31;0;377;3;378;2;378;2;;0;DE2D964A;63432
29;32;0;378;3;378;2;378;2;;0;DE2D964A;63433
30;33;0;378;3;379;2;379;2;;0;DE2D964A;63434
31;34;0;378;3;379;2;379;2;;0;DE2D964A;63435
32;35;0;379;3;379;2;379;2;;0;DE2D964A;63436
33;37;0;379;3;379;2;380;2;;0;DE2D964A;63437
34;38;0;379;3;380;2;380;2;;0;DE2D964A;63438
35;39;0;379;3;380;3;380;2;;0;DE2D964A;63439
36;40;0;380;3;380;3;380;2;;0;DE2D964A;63440
37;41;0;380;3;380;2;381;2;;0;DE2D964A;63441
38;43;0;380;3;381;2;381;2;;0;DE2D964A;63442
39;44;0;381;3;381;2;381;2;;0;DE2D964A;63443
40;46;0;381;3;381;2;382;2;;0;DE2D964A;63444
41;47;0;381;3;382;3;382;2;;0;DE2D964A;63445
42;48;0;382;3;382;3;382;2;;0;DE2D964A;63446
43;49;0;382;3;382;2;382;2;;0;DE2D964A;63447
44;50;0;382;3;382;2;383;2;;0;DE2D964A;63448
45;51;0;382;3;383;3;383;3;;0;DE2D964A;63449
46;52;0;383;3;383;3;383;2;;0;DE2D964A;63450
47;53;0;383;3;383;3;383;2;;0;DE2D964A;63451
48;55;0;383;4;384;2;384;2;;0;DE2D964A;63452
49;56;0;383;3;384;2;384;2;;0;DE2D964A;63453
50;57;0;384;3;384;2;384;2;;0;DE2D964A;63454
51;58;0;384;3;384;2;385;2;;0;DE2D964A;63455
52;59;0;384;3;385;2;385;2;;0;DE2D964A;63456
