ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.15][Dynamic][Lambda]

Дата:;;;;2018.02.13
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;300
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;0

Tsyn:;;;;18:52:43.049
T0:;;;;18:52:43.456
Tend:;;;;18:52:43.952
T0 - Tsyn:;;;;0.407
Tend - T0:;;;;0.496
Tend - Tsyn:;;;;0.903

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;407;1;408;2;408;1;;0;DE2D965B;63708
1;1;0;408;2;409;2;409;1;;0;DE2D965B;63709
2;2;0;408;2;409;2;410;2;;0;DE2D965B;63710
3;3;0;409;2;410;2;411;2;;0;DE2D965B;63711
4;5;0;410;3;411;2;411;2;;0;DE2D965B;63712
5;7;0;410;3;411;2;411;2;;0;DE2D965B;63713
6;9;0;411;3;411;2;412;2;;0;DE2D965B;63718
7;10;0;411;3;412;2;412;2;;0;DE2D965B;63719
8;11;0;412;3;412;2;413;2;;0;DE2D965B;63720
9;13;0;412;3;413;2;413;2;;0;DE2D965B;63721
10;14;0;412;3;414;3;414;2;;0;DE2D965B;63722
11;16;0;413;3;414;3;414;2;;0;DE2D965B;63723
12;17;0;413;3;414;3;415;2;;0;DE2D965B;63724
13;18;0;414;3;415;3;415;2;;0;DE2D965B;63725
14;20;0;414;3;415;2;415;2;;0;DE2D965B;63726
15;21;0;415;3;416;2;416;2;;0;DE2D965B;63727
16;23;0;415;3;416;3;416;2;;0;DE2D965B;63728
17;24;0;416;3;416;3;417;2;;0;DE2D965B;63729
18;25;0;416;3;417;3;417;3;;0;DE2D965B;63730
19;27;0;417;3;417;3;418;3;;0;DE2D965B;63731
20;28;0;417;3;418;3;418;3;;0;DE2D965B;63732
21;29;0;417;4;418;3;418;3;;0;DE2D965B;63733
22;31;0;418;4;418;3;419;3;;0;DE2D965B;63734
23;31;0;418;4;419;3;419;3;;0;DE2D965B;63735
24;33;0;418;4;419;3;420;3;;0;DE2D965B;63736
25;34;0;419;4;420;4;420;3;;0;DE2D965B;63737
26;35;0;419;4;420;4;420;3;;0;DE2D965B;63739
27;36;0;419;4;421;3;421;3;;0;DE2D965B;63740
28;38;0;420;4;421;3;421;3;;0;DE2D965B;63741
29;40;0;420;4;422;3;422;3;;0;DE2D965B;63742
30;41;0;421;4;422;3;422;3;;0;DE2D965B;63743
31;42;0;421;4;423;4;423;3;;0;DE2D965B;63744
