ТЕСТОВЕ ПОД ТОВАР НА TIME PROTOCOL (RFC-868) СЪРВЪР

Източник на товар:;;;; Time Server Load Simulator [ver.2.1.0.16][Dynamic][Lambda]

Дата:;;;;2018.03.02
IP адрес сървър:;;;;127.0.0.1
IP адрес клиент:;;;;
Обем на пакета:;;;;70
Режим на формиране на заявките:;;;;Simultaneous
Задръжка до разпадане:;;;;1000

Tsyn:;;;;14:14:34.956
T0:;;;;14:14:35.029
Tend:;;;;14:15:12.592
T0 - Tsyn:;;;;0,073
Tend - T0:;;;;37,563
Tend - Tsyn:;;;;37,636

P:;;;;0,98
ERR:;;;;33

;REQ;;CNC;;RPL;;DSC;;ERR;;;
Client;T REQ;N cnc;T CNC;N cnc;T RPL;N cnc;T DSC;N cnc;T ERR;N cnc;Reply;Port
0;0;0;73;1;75;6;1077;36;;0;DE43BEAA;58709
1;2;0;73;2;1088;36;2089;35;;0;DE43BEAC;58710
2;3;0;74;3;2095;35;3096;34;;0;DE43BEAD;58711
3;4;0;74;4;3111;34;4132;33;;0;DE43BEAE;58712
4;5;0;75;5;4141;33;5143;32;;0;DE43BEAF;58713
5;6;0;75;6;5162;32;6164;31;;0;DE43BEB0;58714
6;7;0;508;13;12274;25;13274;24;;0;DE43BEB7;58715
7;8;0;510;14;13295;24;14296;23;;0;DE43BEB8;58716
8;8;0;511;15;14310;23;15312;22;;0;DE43BEB9;58717
9;9;0;511;16;15326;22;16330;21;;0;DE43BEBA;58718
10;11;0;75;7;6184;31;7185;30;;0;DE43BEB1;58719
11;12;0;513;17;16345;21;17346;20;;0;DE43BEBB;58720
12;14;0;515;18;17360;20;18361;19;;0;DE43BEBC;58721
13;14;0;1015;24;23438;14;24440;13;;0;DE43BEC2;58722
14;15;0;1018;27;26485;11;27486;10;;0;DE43BEC5;58723
15;16;0;1017;25;24455;13;25457;12;;0;DE43BEC3;58724
16;16;0;1017;26;25472;12;26473;11;;0;DE43BEC4;58725
17;18;0;1019;28;27506;10;28509;9;;0;DE43BEC6;58726
18;18;0;525;19;18368;19;19369;18;;0;DE43BEBD;58727
19;20;0;1020;29;28522;9;29524;8;;0;DE43BEC7;58728
20;21;0;;0;;0;;0;1021;29;0;58729
21;22;0;76;8;7203;30;8204;29;;0;DE43BEB2;58730
22;23;0;;0;;0;;0;1024;29;0;58731
23;24;0;1026;30;29542;8;30544;7;;0;DE43BEC8;58732
24;25;0;;0;;0;;0;1027;31;0;58733
25;26;0;1026;31;30553;7;31554;6;;0;DE43BEC9;58734
26;27;0;;0;;0;;0;1027;31;0;58735
27;28;0;;0;;0;;0;1028;31;0;58736
28;29;0;;0;;0;;0;1029;31;0;58737
29;29;0;;0;;0;;0;1030;31;0;58738
30;30;0;;0;;0;;0;1032;31;0;58739
31;32;0;76;9;8220;29;9222;28;;0;DE43BEB3;58740
32;33;0;;0;;0;;0;1034;31;0;58741
33;34;0;;0;;0;;0;1034;31;0;58742
34;35;0;;0;;0;;0;1034;31;0;58743
35;35;0;;0;;0;;0;1035;31;0;58744
36;36;0;;0;;0;;0;1037;31;0;58745
37;38;0;;0;;0;;0;1037;31;0;58746
38;38;0;;0;;0;;0;1038;31;0;58747
39;39;0;;0;;0;;0;1039;31;0;58748
40;40;0;541;20;19376;18;20379;17;;0;DE43BEBE;58749
41;41;0;1043;33;32584;5;33585;4;;0;DE43BECB;58750
42;42;0;76;10;9229;28;10231;27;;0;DE43BEB4;58751
43;44;0;1043;32;31568;6;32570;5;;0;DE43BECA;58752
44;45;0;;0;;0;;0;1046;33;0;58753
45;45;0;;0;;0;;0;1046;33;0;58754
46;46;0;;0;;0;;0;1046;33;0;58755
47;48;0;;0;;0;;0;1047;33;0;58756
48;49;0;1049;34;33600;4;34602;3;;0;DE43BECC;58757
49;49;0;;0;;0;;0;1049;34;0;58758
50;50;0;;0;;0;;0;1050;34;0;58759
51;51;0;557;22;21404;16;22406;15;;0;DE43BEC0;58760
52;52;0;77;11;10245;27;11246;26;;0;DE43BEB5;58761
53;53;0;;0;;0;;0;1055;35;0;58762
54;54;0;555;21;20386;17;21387;16;;0;DE43BEBF;58763
55;55;0;1055;35;34617;3;35619;2;;0;DE43BECD;58764
56;56;0;;0;;0;;0;1056;35;0;58765
57;57;0;;0;;0;;0;1057;35;0;58766
58;58;0;;0;;0;;0;1057;35;0;58767
59;59;0;1059;37;36633;1;37636;0;;0;DE43BECF;58768
60;59;0;1059;36;35626;2;36627;1;;0;DE43BECE;58769
61;60;0;;0;;0;;0;1060;37;0;58770
62;61;0;;0;;0;;0;1061;37;0;58771
63;63;0;77;12;11255;26;12256;25;;0;DE43BEB6;58772
64;64;0;;0;;0;;0;1063;37;0;58773
65;65;0;;0;;0;;0;1064;37;0;58774
66;65;0;;0;;0;;0;1066;37;0;58775
67;66;0;;0;;0;;0;1066;37;0;58776
68;67;0;;0;;0;;0;1066;37;0;58777
69;68;0;570;23;22422;15;23423;14;;0;DE43BEC1;58778
